name,address,email,phone_number,banking_account
Inkling Books,6916 W Main St,kerry.theodorov@gmail.com,916-770-7448,550222635725085      
時報出版,9635 S Main St,dhidvegi@yahoo.com,208-690-3315,355379954287090      
Houghton Mifflin Co. (Boston/NY),17 Us Highway 111,fannie.lungren@yahoo.com,512-528-9933,269299526315022      
Tyndale Momentum,992 Civic Center Dr,evangelina@aol.com,215-417-5612,597413498809492      
Bear  Company,303 N Radcliffe St,novella_degroot@degroot.org,808-746-1865,447323242741313      
Gollancz,73 Saint Ann St #86,choa@hoa.org,775-848-9135,521935320217709      
Warners Visions Books,44 58th St,jfallick@yahoo.com,847-800-3054,763429195105582      
Pan Publishing,9745 W Main St,irma.wolfgramm@hotmail.com,973-868-8660,487766367299687      
Kabel  Verlag GmbH Ernst,84 Bloomfield Ave,eun@yahoo.com,864-594-4578,608061504497181      
Bison Books,287 Youngstown Warren Rd,sylvia_cousey@cousey.org,410-863-8263,791099909068953      
Pavilion Press (Wi),6 Van Buren St,nana@aol.com,914-796-3775,588248263433746      
Charnwood,229 N Forty Driv,layla.springe@cox.net,212-253-7448,157493389775158      
Revive Publishing,2887 Knowlton St #5435,joesph_degonia@degonia.org,510-942-5916,567066315531049      
Riverhead Hardcover,523 Marquette Ave,annabelle.boord@cox.net,978-289-7717,484561156509042      
Bloomsbury Children's Books,3717 Hamann Industrial Pky,stephaine@cox.net,415-712-9530,250621908850218      
Brill/Rodopi,3 State Route 35 S,nelida@gmail.com,201-247-8925,923395487469943      
Headline Book Publishing,82 N Highway 67,marguerita.hiatt@gmail.com,925-541-8521,364698288334757      
Marion Boyars Publishers Ltd,9 Murfreesboro Rd,ccookey@cookey.org,773-297-9391,837545921401474      
Abrams,6 S Broadway St,jbrideau@aol.com,973-582-5469,181594489878827      
Random House Mondadori,6 Harry L Dr #6327,claribel_varriano@cox.net,419-573-2033,558163388491094      
Salem Press Inc,47939 Porter Ave,benton.skursky@aol.com,310-694-8466,756919251195147      
SaltRiver,9 Wales Rd Ne #914,hillary.skulski@aol.com,352-990-5946,197151673710706      
Deutscher Taschenbuch Verlag,195 13n N,merilyn_bayless@cox.net,408-346-2180,625334655332931      
聯經出版事業股份有限公司,99 Tank Farm Rd,tennaco@gmail.com,570-355-1665,760942887402266      
University of Utah Press,4671 Alemany Blvd,merlyn_lawler@hotmail.com,201-858-9960,887473734707439      
St. Martin's True Crime,98 University Dr,gmontezuma@cox.net,925-943-3449,773314061406637      
BBC Audiobooks Ltd,50 E Wacker Dr,jmconnell@hotmail.com,908-602-5258,958090439990814      
Collins Modern Classics,70 Euclid Ave #722,lemuel.latzke@gmail.com,631-291-4976,132257205205749      
Roc Trade,326 E Main St #6496,mknipp@gmail.com,805-810-8964,668655215254345      
London : Faber  2002,406 Main St,candida_corbley@hotmail.com,908-943-6103,445851484643479      
Severn House,3 Elmwood Dr,karan_karpin@gmail.com,503-707-5812,325375746512655      
Anchor Bible,9 Church St,andra@gmail.com,503-950-3068,734592910268669      
Earthlight,9939 N 14th St,fpoullion@poullion.com,856-828-6021,422600811852212      
Archipelago Books,5384 Southwyck Blvd,belen_strassner@aol.com,770-802-4003,102082359179635      
Celestial Arts,97 Airport Loop Dr,gracia@melnyk.com,904-627-4341,599990631432986      
Pinter & Martin Ltd,37855 Nolan Rd,jhanafan@gmail.com,207-233-6185,184513883149907      
Jones & Bartlett Publishers,4252 N Washington Ave #9,barrett.toyama@toyama.org,817-577-6151,723377169780326      
Nick Hern Books,42754 S Ash Ave,helga_fredicks@yahoo.com,716-854-9845,926852266950404      
Abstract Studio,703 Beville Rd,apinilla@cox.net,305-857-5489,411169279414586      
Bloomsbury U.S.A. Children's Books,5 Harrison Rd,fausto_agramonte@yahoo.com,212-778-3063,611336758567263      
University Press of America,73 Southern Blvd,ronny.caiafa@caiafa.org,215-511-3531,772519845336390      
Marlowe & Company,189 Village Park Rd,marge@gmail.com,850-330-8079,196327638984185      
University of Calgary Press,6 Middlegate Rd #106,norah.waymire@gmail.com,415-874-2984,863838240588409      
Grasset,1128 Delaware St,aliza@aol.com,408-425-1994,313507745794763      
Westholme Publishing,577 Parade St,mpelkowski@pelkowski.org,650-960-1069,616523049197595      
Bright Sky Press,70 Mechanic St,viola@gmail.com,818-481-5787,664688976525305      
Topaz,4379 Highway 116,femard@emard.com,215-483-3003,120836480576364      
Bloomsbury Childrens Books,55 Hawthorne Blvd,willodean_konopacki@konopacki.org,337-774-7564,189332171400824      
Recorded Books,7116 Western Ave,beckie.silvestrini@silvestrini.com,313-390-7855,853439190017335      
Henry Holt and Co. (BYR),2026 N Plankinton Ave #3,rgesick@gesick.org,512-693-8345,521785852266441      
Pi Press,99586 Main St,frederica_blunk@gmail.com,214-529-1949,343561078762388      
Regan Books,8739 Hudson St,glen_bartolet@hotmail.com,206-389-1482,118295869106224      
Plaza & Janés Mexico,383 Gunderman Rd #197,freeman_gochal@aol.com,610-752-2683,561469214609821      
Ulysses Press,4441 Point Term Mkt,vincent.meinerding@hotmail.com,215-829-4221,144788193291794      
Emece Editores,2972 Lafayette Ave,rima@cox.net,310-499-4200,319186511678775      
Wizarding World Press,2140 Diamond Blvd,gsarbacher@gmail.com,707-881-3154,477899156041540      
Arthur A. Levine Books / Scholastic Inc.,93 Redmond Rd #492,avery@cox.net,407-945-8566,359297409491049      
Bloomsbury USA Children's Books,3989 Portage Tr,cristy@lother.com,760-465-4762,132959109963431      
Destino Ediciones,1 Midway Rd,nicolette_brossart@brossart.com,508-504-6388,784133747277333      
Turtleback,77132 Coon Rapids Blvd Nw,tracey@hotmail.com,936-988-8171,656554913073600      
PerfectBound,755 Harbor Way,virgina_tegarden@tegarden.com,414-411-5744,456388946506793      
Authorhouse,87 Sierra Rd,tfrankel@aol.com,626-638-4241,717369279597265      
Piatkus,7667 S Hulen St #42,alaine_bergesen@cox.net,914-654-1426,846090924973797      
Random House UK Distribution,75684 S Withlapopka Dr #32,earleen_mai@cox.net,214-785-6750,523016722192799      
Watkins Publishing,5 Elmwood Park Blvd,leonida@gobern.org,228-432-4635,245842724117323      
Diana TB,23 Palo Alto Sq,ressie.auffrey@yahoo.com,305-287-4743,598895791559590      
Harper Perennial (HarperCollins),38062 E Main St,jmugnolo@yahoo.com,212-311-6377,843745626140212      
Tropismos,3958 S Dupont Hwy #7,eladia@saulter.com,201-365-8698,551117785665197      
Laurel,560 Civic Center Dr,chaya@malvin.com,734-408-8174,485786729404857      
American Girl Publishing Inc,3270 Dequindre Rd,gwenn_suffield@suffield.org,631-295-9879,665003607137572      
A & C Black (Childrens books),1 Garfield Ave #7,skarpel@cox.net,330-618-2579,490836589543038      
Inner Traditions,9122 Carpenter Ave,yoko@fishburne.com,203-840-8634,308009319409078      
Black Dog & Leventhal Publishers,48 Lenox St,taryn.moyd@hotmail.com,703-938-7939,250361446151465      
Dodd Mead; 1st edition (September 1976),5 Little River Tpke,katina_polidori@aol.com,978-679-7429,653765574547870      
Samuel French Ltd,3 N Groesbeck Hwy,rickie.plumer@aol.com,419-313-5571,155311885950770      
Deodand,37 N Elm St #916,alex@loader.com,253-875-9222,159412534094663      
The Overlook Press,433 Westminster Blvd #590,lashon@aol.com,916-289-4526,768820558631247      
Hard Press,66697 Park Pl #3224,lburnard@burnard.com,307-453-7589,722710190542912      
Tom Doherty Associates,96263 Greenwood Pl,ceola.setter@setter.org,207-297-5029,558999358552437      
Baker Books,8 Mcarthur Ln,my@hotmail.com,215-647-2158,773230840237287      
BCP/Duckworth Publishing,8 Fair Lawn Ave,lorrine.worlds@worlds.com,813-863-6467,421404218216797      
Cardoza,9 N 14th St,peggie@cox.net,619-695-8086,905619940601560      
Oregon State University Press,9 Vanowen St,mraymo@yahoo.com,979-809-5770,938278716319017      
Digital Manga Publishing / Dark Horse,18 Waterloo Geneva Rd,daron_dinos@cox.net,847-265-6609,772459746095064      
Quarry Press,506 S Hacienda Dr,an_fritz@hotmail.com,609-854-7156,510624020216561      
Sourcebooks,3732 Sherman Ave,portia.stimmel@aol.com,908-670-4712,589375245671354      
MONDIAL,25657 Live Oak St,rhea_aredondo@cox.net,718-280-4183,840108249168094      
Crescent,4923 Carey Ave,bsama@cox.net,314-858-4832,908397860319430      
Stanford University Press,3196 S Rider Trl,alyce@arias.org,209-242-7022,944288881354340      
Pocket Books: Gallery Books,3 Railway Ave #75,heike@gmail.com,973-822-8827,248943444016962      
Miramax,87393 E Highland Rd,carey_dopico@dopico.org,317-441-5848,215096702246394      
Arcadia Publishing (SC),67 E Chestnut Hill Rd,dottie@hellickson.org,206-295-5631,132855921210784      
Soft Skull Press,33 Lewis Rd #46,deandrea@yahoo.com,336-467-3095,665336096260040      
Univ Of Minnesota Press,8100 Jacksonville Rd #7,kimberlie_duenas@yahoo.com,785-616-1685,379688454152904      
Hachette Littérature,7 W Wabansia Ave #227,martina_staback@staback.com,407-429-2145,278255657663572      
Skinner House Books,25 Minters Chapel Rd #9,skye_fillingim@yahoo.com,612-664-6304,513575751785725      
Kent State University Press,6882 Torresdale Ave,jade.farrar@yahoo.com,803-975-3405,505874736923750      
4/6/2004,985 E 6th Ave,charlene.hamilton@hotmail.com,707-821-8037,624083775811558      
Leisure Books,7 West Ave #1,geoffrey@gmail.com,847-556-2909,677292737276347      
Basil Blackwell (Cambridge  MA/Oxford),26659 N 13th St,stevie.westerbeck@yahoo.com,949-903-3898,333469435040062      
Picture Book Studio Ltd,669 Packerland Dr #1438,pamella@fortino.com,303-794-1341,654335220259780      
Hachette Jeunesse,759 Eldora St,hhaufler@hotmail.com,203-801-8497,291922008451612      
Osprey Publishing,5 S Colorado Blvd #449,jengelberg@engelberg.org,425-700-3751,198780340911058      
Marvel Comics,944 Gaither Dr,buddy.cloney@yahoo.com,440-327-2093,979611445670773      
Marvel Comics Group,66552 Malone Rd,dalene.riden@aol.com,603-745-7497,941367670784495      
Razorbill,77 Massillon Rd #822,jzurcher@zurcher.org,321-597-2159,991521635775806      
Éditions de L'Olivier,25346 New Rd,hdenooyer@denooyer.org,212-782-3493,214739304842536      
Dodo Press,60 Fillmore Ave,joseph_cryer@cox.net,714-698-2170,703846162983303      
Berkley Publishing,57 Haven Ave #90,deonna_kippley@hotmail.com,248-793-4966,309702205674750      
Universe,6538 E Pomona St #60,raymon.calvaresi@gmail.com,317-342-1532,274455924016275      
Souvenir Press,6535 Joyce St,alecia@aol.com,940-302-3036,498337917040611      
Globe,78112 Morris Ave,mlayous@hotmail.com,203-564-1543,337660502618103      
Morpheus International,96950 Hidden Ln,detra@aol.com,410-259-2118,719307424699954      
Virago Press Ltd,3718 S Main St,terrilyn.rodeigues@cox.net,504-635-8518,537844647136597      
Library of America (NY),9677 Commerce Dr,slacovara@gmail.com,804-858-1011,712714478669650      
Nan A. Talese,5 Green Pond Rd #4,garry_keetch@hotmail.com,215-846-9046,485575378209475      
New Millennium Library,636 Commerce Dr #42,mneither@yahoo.com,952-906-4597,677403561430535      
Aerie,42744 Hamann Industrial Pky #82,theodora.restrepo@restrepo.com,305-573-1085,277221331241825      
Ace Book,1950 5th Ave,noah.kalafatis@aol.com,414-660-9766,298520192521774      
Ace/SFBC,61304 N French Rd,csweigard@sweigard.com,732-445-6940,245410947621087      
Square One Publishers,87 Imperial Ct #79,lavonda@cox.net,701-421-7080,801931235589903      
Disney-Hyperion,94 W Dodge Rd,junita@aol.com,775-578-1214,771322924640979      
Taplinger Publ. Company,4 58th St #3519,herminia@nicolozakes.org,602-304-6433,178053955708514      
Star Trek,5221 Bear Valley Rd,casie.good@aol.com,615-825-4297,813682402078413      
George Braziller Inc.,9648 S Main,reena@hotmail.com,410-951-2667,642972154398078      
Open Heaven Publications,7 S San Marcos Rd,mirta_mallett@gmail.com,212-745-6948,869373790862454      
Blackstone Publishing,812 S Haven St,cathrine.pontoriero@pontoriero.com,806-558-5848,123028848032778      
Critica (Grijalbo Mondadori),3882 W Congress St #799,ftawil@hotmail.com,323-842-8226,594875424315120      
Casa Creacion,4 E Colonial Dr,rupthegrove@yahoo.com,619-666-4765,154203498861138      
Benjamin-Cummings Publishing Company,45 2nd Ave #9759,sarah.candlish@gmail.com,770-531-2842,753043532052431      
Berlitz Kids,57254 Brickell Ave #372,lucy@cox.net,508-502-5634,788104402782893      
Honor Books,8977 Connecticut Ave Nw #3,jaquas@aquas.com,269-431-9464,338247715173753      
Northeastern University Press,9 Waydell St,yvonne.tjepkema@hotmail.com,973-976-8627,141377306569789      
Capstone Press,43 Huey P Long Ave,kayleigh.lace@yahoo.com,337-751-2326,611652533859030      
Jump At The Sun,7563 Cornwall Rd #4462,felix_hirpara@cox.net,717-583-1497,801764844687325      
New Press  The,22 Bridle Ln,tresa_sweely@hotmail.com,314-231-3514,603447226105990      
National Park Service,70099 E North Ave,kristeen@gmail.com,817-947-9480,406672019935180      
Faber & Faber Limited,3211 E Northeast Loop,jregusters@regusters.com,813-357-7296,365176386623795      
Psychology Press,26 Montgomery St,renea@hotmail.com,770-930-9967,321233195894556      
Schocken Books,13252 Lighthouse Ave,olive@aol.com,760-745-2649,519743950928502      
Waking Lion Press,206 Main St #2804,lreiber@cox.net,517-747-7664,721908144980527      
Graphics Press LLC,96541 W Central Blvd,christiane.eschberger@yahoo.com,602-330-6894,223348014125681      
Graphics Press,34 Saint George Ave #2,goldie.schirpke@yahoo.com,207-748-3722,404651505159130      
Ullstein Buchverlage GmbH & Co. KG / Ullstein Tas,47857 Coney Island Ave,loreta.timenez@hotmail.com,301-392-6698,876943165506245      
Ullstein Tb,8573 Lincoln Blvd,fabiola.hauenstein@hauenstein.org,717-344-2804,652695493616441      
Lippincott Williams & Wilkins,596 Santa Maria Ave #7913,amie.perigo@yahoo.com,972-898-1033,991240478303708      
Dover Publications (NY),3829 Ventura Blvd,raina.brachle@brachle.org,406-374-7752,644158965498163      
Ediciones Glénat España,13 S Hacienda Dr,erinn.canlas@canlas.com,973-563-9502,915222911590269      
Lulu Press,40 9th Ave Sw #91,cherry@lietz.com,248-697-7722,286801890330355      
Vantage Press,2845 Boulder Crescent St,kattie@vonasek.org,216-270-9653,521474589188165      
Эксмо,33 State St,lilli@aol.com,325-667-7868,553583134314095      
New York University Press,2 S 15th St,whitley.tomasulo@aol.com,817-819-7799,308944671707360      
Cosmos Books (OH),4 Kohler Memorial Dr,badkin@hotmail.com,718-732-9475,209184111801105      
AudioText,1 Rancho Del Mar Shopping C,hermila_thyberg@hotmail.com,401-885-7681,383323312913837      
Penguin Book Limited,3943 N Highland Ave,jesusita.flister@hotmail.com,717-686-7564,832355459073113      
Hesperus Press,5 Williams St,caitlin.julia@julia.org,401-552-9059,268220431627395      
Everymans Library,60 Old Dover Rd,roosevelt.hoffis@aol.com,305-302-1135,480092668554400      
Emecé Editores,8 Sheridan Rd,hhalter@yahoo.com,201-412-3040,429959467635244      
Penguin Classics Deluxe Edition,85092 Southern Blvd,lorean.martabano@hotmail.com,210-634-2447,293246236847183      
Pelican Publishing Company,64 Newman Springs Rd E,france.buzick@yahoo.com,718-853-3740,956072259328166      
Everyman Library / Overlook Press,48 Stratford Ave,jferrario@hotmail.com,909-631-5703,924905489509282      
BiblioLife,80 Pittsford Victor Rd #9,adelina_nabours@gmail.com,216-937-5320,291621376294579      
Overlook Press,87163 N Main Ave,ddhamer@cox.net,212-225-9676,444682517765682      
rbooks,393 Lafayette Ave,jerry.dallen@yahoo.com,804-808-9574,868579517257212      
Classic Books,99 5th Ave #33,leota.ragel@gmail.com,706-616-5131,788981433012943      
Laurel Leaf,49 N Mays St,jamyot@hotmail.com,337-991-8070,868000880925044      
Macmillan Publishing Company/Collier Books,993 Washington Ave,aja_gehrett@hotmail.com,973-986-4456,312041190851718      
Paraglyph Press,88 15th Ave Ne,kirk.herritt@aol.com,607-350-7690,800321022195126      
Boosey & Hawkes Inc,3381 E 40th Ave,leonora@yahoo.com,973-355-2120,210433690559372      
Reclam  Ditzingen,201 Ridgewood Rd,winfred_brucato@hotmail.com,208-793-4108,336131821957295      
Konemann,39 Moccasin Dr,tarra.nachor@cox.net,415-284-2730,987268929858830      
Alfred A. Knopf  Inc.,4 Carroll St,corinne@loder.org,508-618-7826,315281968560376      
Cosimo Classics,9581 E Arapahoe Rd,dulce_labreche@yahoo.com,248-811-5696,960857881609214      
State University of New York Press,33 N Michigan Ave,kate_keneipp@yahoo.com,920-355-1610,586599325974839      
Edwin Mellen Press,2 S Biscayne Blvd,kaitlyn.ogg@gmail.com,410-773-3862,146998799103095      
Stone Bridge Press,8 Us Highway 22,sherita.saras@cox.net,719-547-9543,186400701619285      
Farrar  Strauss & Giroux-3pl,7422 Martin Ave #8,lstuer@cox.net,419-399-1744,931690881742313      
Multnomah,94 Chase Rd,ernest@cox.net,301-257-4883,582379852296983      
Harvest Books,8139 I Hwy 10 #92,nobuko.halsey@yahoo.com,508-897-7916,146945728540794      
Heinemann,5 Cabot Rd,lavonna.wolny@hotmail.com,703-892-2914,455049176365325      
Challenge Press  Inc./Challcrest Press,3387 Ryan Dr,llizama@cox.net,410-912-6032,156773509715775      
Manesse Verlag,3125 Packer Ave #9851,mariann.bilden@aol.com,512-742-1149,136122815287412      
Tanglewood,347 Chestnut St,helene@aol.com,623-426-4907,476846572878100      
Disinformation Books,8116 Mount Vernon Ave,roselle.estell@hotmail.com,419-488-6648,182536730519565      
Everyman Paperbacks,8772 Old County Rd #5410,sheintzman@hotmail.com,206-923-6042,142838219338133      
Cybereditions Corp,868 State St #38,margart_meisel@yahoo.com,513-747-9603,891982806944361      
National Geographic,772 W River Dr,kristofer.bennick@yahoo.com,812-442-8544,867545819350471      
Baton Wicks,73 W Barstow Ave,wacuff@gmail.com,847-613-5866,687751898715008      
Sunburst,61047 Mayfield Ave,shalon@cox.net,718-394-4974,786445894337095      
Night Shade,2139 Santa Rosa Ave,denise@patak.org,407-808-3254,462337340424291      
HarperPrism,598 43rd St,louvenia.beech@beech.com,310-652-2379,599739778134277      
Spectra/Bantam Books (NYC),70295 Pioneer Ct,audry.yaw@yaw.org,813-744-7100,793373127763030      
Bantam Books (NY),92899 Kalakaua Ave,kristel.ehmann@aol.com,915-300-6100,361893591842338      
Penguin Books (NYC),395 S 6th St #2,vzepp@gmail.com,619-935-6661,842150731362501      
Fourth Estate Ltd,9506 Edgemore Ave,egwalthney@yahoo.com,301-591-3034,693408880566464      
Hyperio,72119 S Walker Ave #63,venita_maillard@gmail.com,714-663-9740,138725906149450      
Pyramid Books,369 Latham St #500,kasandra_semidey@semidey.com,314-697-3652,601357598849696      
W.W. Norton & Company  Inc. (NY),3158 Runamuck Pl,xdiscipio@gmail.com,512-942-3411,964623171449713      
Quest Books,9 Plainsboro Rd #598,mlinahan@yahoo.com,336-364-6037,549106205866933      
The Modern Library New York,8728 S Broad St,krauser@cox.net,631-288-2866,969550344454233      
Haus Publishing,2215 Prosperity Dr,pdubaldi@hotmail.com,201-749-8866,545288032411146      
A Harvest Book/Harcourt  Inc.,1 S Pine St,linn_paa@paa.com,901-573-9024,473392118873576      
Paris Press,187 Market St,paris@hotmail.com,404-607-8435,945933359352971      
Beach Lane Books,94290 S Buchanan St,wynell_dorshorst@dorshorst.org,650-749-9879,270076287268172      
SCM Press,7061 N 2nd St,qbirkner@aol.com,952-314-5871,460917163036839      
Overlook TP,10759 Main St,regenia.kannady@cox.net,480-205-5121,725990108202150      
MIT Press (MA),97 E 3rd St #9,sheron@aol.com,718-613-9994,193668509255591      
The MIT Press,82 Winsor St #54,izetta.funnell@hotmail.com,770-584-4119,346536475020493      
Polity Press,41 Steel Ct,rodolfo@hotmail.com,507-590-5237,866949880418528      
John Wiley,49440 Dearborn St,zona@hotmail.com,203-938-2557,106161233621971      
Pavement Saw Press,7 S Beverly Dr,szagen@aol.com,260-382-4869,694408628294959      
Cold Spring Press,919 Wall Blvd,paz_sahagun@cox.net,601-249-4511,975391702417056      
Unwin Paperbacks,89 20th St E #779,markus@yahoo.com,586-247-1614,797349727015219      
Pan MacMillan,721 Interstate 45 S,jaclyn@aol.com,719-223-2074,863691570588483      
Orchard,3 Lawton St,cyril_daufeldt@daufeldt.com,212-422-5427,751234280466911      
Midnight Ink,38 Pleasant Hill Rd,gschnitzler@gmail.com,510-441-4055,136875344411221      
Alfred A. Knopf Borzoi Books,45 E Acacia Ct,erick_nievas@aol.com,773-359-6109,746402848000222      
Push,63728 Poway Rd #1,jennie@cox.net,570-868-8688,240729676103596      
Ravensburger Buchverlag,77 222 Dr,mscipione@scipione.com,530-399-3254,292559189481343      
Prentice Hall/Simon & Schuster Company (Englewood Cliffs  NJ),53 W Carey St,cventura@yahoo.com,845-694-7919,210766415797962      
Peripatetic Press,617 Nw 36th Ave,galen@yahoo.com,216-871-6876,703366531095850      
Bollingen/Princeton University Press (NJ),539 Coldwater Canyon Ave,tfeichtner@yahoo.com,973-473-5108,335002138623259      
Penguin Audio UK,735 Crawford Dr,gail@kitty.com,907-770-3542,974671989732678      
Townsend Press,910 Rahway Ave,dalene@schoeneck.org,215-380-8820,680925616218558      
Lectorum,7 Tarrytown Rd,gertude.witten@gmail.com,513-863-9471,921298347830672      
Annick Press,35433 Blake St #588,lizbeth@yahoo.com,310-955-5788,160968869139560      
Plaza & Janes Editores  S.A.,29 Cherry St #7073,gberray@gmail.com,515-372-1738,216138567747496      
Arts Publications,810 N La Brea Ave,lashandra@yahoo.com,610-378-7332,610846509474173      
Hiperión,987 Main St,lnewville@newville.com,919-254-5987,635768129726469      
Viking Books for Young Readers,36 Enterprise St Se,laurel@yahoo.com,509-595-6485,455931598781261      
Purple House Press,8429 Miller Rd,mireya.frerking@hotmail.com,914-883-3061,317774799775083      
Editorial Juventud,5 W 7th St,annelle@yahoo.com,410-234-2267,514358003153049      
The Putnam & Grosset Group,2 Flynn Rd,dean_ketelsen@gmail.com,516-732-6649,886100169735582      
Warne,2094 Ne 36th Ave,levi.munis@gmail.com,508-658-7802,690767545654898      
Amereon Limited,649 Tulane Ave,sylvie@aol.com,918-565-1706,678293566830049      
Penguin Books Limited,2094 Montour Blvd,sharee_maile@aol.com,231-265-6940,941625242490825      
Phoenix Books/University of Chicago Press (IL),393 Hammond Dr,cordelia_storment@aol.com,337-255-3427,707452799193335      
Hungry Minds,8590 Lake Lizzie Dr,mollie_mcdoniel@yahoo.com,419-417-4674,748449413829289      
University of Wisconsin Press,87895 Concord Rd,brett.mccullan@mccullan.com,619-727-3892,116398316599608      
W. W. Norton and Company,46314 Route 130,teddy_pedrozo@aol.com,203-918-3939,630815406384534      
Weiser Books,4 Cowesett Ave,tasia_andreason@yahoo.com,201-969-7063,146155902020883      
MacMillan Children's Books,95 Main Ave #2,hubert@walthall.org,330-566-8898,690074823822878      
Thorndike Press,28 S 7th St #2824,arthur.farrow@yahoo.com,201-772-4377,268698092359328      
Harlequin,79 S Howell Ave,vberlanga@berlanga.com,616-568-4113,840400362226999      
Folio,36 Lancaster Dr Se,billye_miro@cox.net,601-637-5479,667715163359231      
Rowohlt Tb.,2759 Livingston Ave,glenna_slayton@cox.net,901-869-4314,735203578786955      
英文漢聲出版股份有限公司,17 Jersey Ave,mitzie_hudnall@yahoo.com,303-997-7760,445402599939452      
Open Court Publishing Company,2 W Grand Ave,bernardine_rodefer@yahoo.com,901-739-5892,193811867938342      
Pocket Books / Simon & Schuster  Inc.,18 Coronado Ave #563,staci_schmaltz@aol.com,626-293-7678,120566419881366      
Laffont,72 Beechwood Ter,nichelle_meteer@meteer.com,773-857-2231,763771013502297      
Time Life Books,92 Broadway,jrhoden@yahoo.com,718-728-5051,396193477022033      
Faber and Faber & Penguin India,39 Franklin Ave,ettie.hoopengardner@hotmail.com,509-847-3352,375555952795739      
Penguin Books Ltd.,4 Iwaena St,eden_jayson@yahoo.com,410-429-4888,578063826858706      
Motorbooks International,32820 Corkwood Rd,lynelle_auber@gmail.com,973-605-6492,611821854733836      
Motorbooks,34 Raritan Center Pky,merissa.tomblin@gmail.com,562-719-7922,474675257673276      
BBC Physical Audio,6201 S Nevada Ave,golda_kaniecki@yahoo.com,732-617-5310,747580068617078      
Little  Brown & Company (Boston/Toronto),78 Maryland Dr #146,catarina_gleich@hotmail.com,973-491-8723,316563731419633      
HarperCollins Leadership,76598 Rd  I 95 #1,vkiel@hotmail.com,303-845-5408,455080087889862      
White Wolf Games Studio,1610 14th St Nw,jolene@yahoo.com,757-940-1741,628050149683463      
FASA Corporation,86350 Roszel Rd,keneth@yahoo.com,602-442-3092,129331431936003      
Silhouette,1644 Clove Rd,rikki@nayar.com,305-978-2069,109418567205847      
Circlet Press,9 W Central Ave,elke_sengbusch@yahoo.com,602-575-3457,510474464044459      
Small Beer Press,27846 Lafayette Ave,hoa@sarao.org,386-599-7296,843499299630971      
McDougal Littel,10276 Brooks St,trinidad_mcrae@yahoo.com,415-419-1597,436704108591234      
Deseret Book Company,1 Century Park E,mari_lueckenbach@yahoo.com,858-228-5683,486296427000110      
Writer's Digest Books,9 State Highway 57 #22,selma.husser@cox.net,201-772-7699,932981540520299      
BBC Books,4 S Washington Ave,aonofrio@onofrio.com,909-665-3223,150875840363254      
Big Finish,25 Se 176th Pl,ljurney@hotmail.com,617-544-2541,779004951495300      
Carroll & Graf,105 Richmond Valley Rd,clorinda.heimann@hotmail.com,760-261-4786,709999982927214      
Plexus Publishing,22 Spruce St #595,dick@yahoo.com,310-936-2258,866174913202403      
Subterranean Press,2 W Beverly Blvd,ahmed.angalich@angalich.com,717-632-5831,994046208000725      
Benziger,72 Southern Blvd,iluminada.ohms@yahoo.com,480-866-6544,352947451977632      
Dervy,1 Washington St,joanna_leinenbach@hotmail.com,561-951-9734,678858838738370      
Simon & Schuster Books for Young Readers,90177 N 55th Ave,caprice@aol.com,615-726-4537,324958537290954      
Barn Owl Books,9 Tower Ave,stephane_myricks@cox.net,859-308-4286,329143552704345      
David R. Godine,278 Bayview Ave,quentin_swayze@yahoo.com,734-851-8571,540976326852700      
DK Publishing (Dorling Kindersley),80312 W 32nd St,annmarie_castros@gmail.com,936-937-2334,700045410986277      
Graywolf Press,82 Us Highway 46,shonda_greenbush@cox.net,973-644-2974,365488578152672      
Tin House Magazine,4 Stovall St #72,clapage@lapage.com,201-856-2720,865997003562320      
Stenhouse Publishers,19 Amboy Ave,jeanice.claucherty@yahoo.com,305-306-7834,658947524954954      
Zondervan Publishing House,63 Smith Ln #8343,josphine_villanueva@villanueva.com,931-486-6946,182705969660308      
Voyageur Press,11360 S Halsted St,dperruzza@perruzza.com,714-531-1391,408417822211931      
The Berkley Publishing Group,26849 Jefferson Hwy,cassi.wildfong@aol.com,847-755-9041,369772385851627      
Chu Hartley Publishers LLC,2500 Pringle Rd Se #508,britt@galam.org,215-351-8523,350199388218969      
Chartwell Books,65 Mountain View Dr,adell.lipkin@lipkin.com,973-662-8988,146328552569226      
T&T Clark Int'l,1 N San Saba,jacqueline.rowling@yahoo.com,814-481-1700,928833881739144      
Volo,51120 State Route 18,lonny_weglarz@gmail.com,801-892-8781,900696391440242      
Del Rey Ballantine Random House,1482 College Ave,lonna_diestel@gmail.com,910-200-7912,870332668334949      
Ecco / HarperCollins,4119 Metropolitan Dr,cristal@cox.net,213-696-8004,541340255634609      
Chelsea House Publishers,2167 Sierra Rd,kenneth.grenet@grenet.org,517-867-8077,922408937163388      
McGraw-Hill Companies,6 Sunrise Ave,emclaird@mclaird.com,315-474-5570,779184532142544      
Avalon Travel,55713 Lake City Hwy,ajeanty@gmail.com,574-405-1983,988368053220812      
Orchard Books (NY),75698 N Fiesta Blvd,sharika.eanes@aol.com,407-472-1332,945709379111879      
Collins Reference,88 Sw 28th Ter,nu@gmail.com,973-903-4175,669252501013505      
Hachette Audio,7 Flowers Rd #403,dcomnick@cox.net,609-398-2805,660517612524539      
